source_url,text_chunk
https://www.who.int/news-room/fact-sheets/detail/mental-health-at-work,"work also poses a risk to mental health. Unemployment, job and financial insecurity, and recent job loss are risk factors for suicide attempts. Action for mental health at work Government, employers, the organizations which represent workers and employers, and other stakeholders responsible for workers health and safety can help to improve mental health at work through action to: - prevent work-related mental health conditions by preventing the risks to mental health at work; - protect and promote mental health at work; - support workers with mental health conditions to participate and thrive in work; and - create an enabling environment for change. Action to address mental health at work should be done with the meaningful involvement of workers and their representatives, and persons with lived experience of mental health conditions. Prevent work-related mental health conditions Preventing mental health conditions at work is about managing psychosocial risks in the workplace. WHO recommends employers do this by implementing organizational interventions that directly target working conditions and environments. Organizational interventions are those that assess, and then mitigate, modify or remove workplace risks to mental health. Organizational interventions include, for example, providing flexible working arrangements, or implementing frameworks to deal with violence and harassment at work. Protect and promote mental health at work Protecting and promoting mental health at work is about strengthening capacities to recognize and act on mental health conditions at work, particularly for persons responsible for the supervision of others, such as managers. To protect mental health, WHO recommends: - manager training for mental health, which helps managers recognize and respond to supervisees experiencing emotional distress; builds interpersonal skills like open communication and active listening; and fosters better understanding of how job stressors affect mental health and can be managed; - training for workers in mental health literacy and awareness, to"
https://www.who.int/news-room/fact-sheets/detail/mental-health-at-work,"improve knowledge of mental health and reduce stigma against mental health conditions at work; and - interventions for individuals to build skills to manage stress and reduce mental health symptoms, including psychosocial interventions and opportunities for leisure-based physical activity. Support people with mental health conditions to participate in and thrive at work People living with mental health conditions have a right to participate in work fully and fairly. The UN Convention on the Rights of Persons with Disabilities provides an international agreement for promoting the rights of people with disabilities (including psychosocial disabilities), including at work. WHO recommends three interventions to support people with mental health conditions gain, sustain and participate in work: - Reasonable accommodations at work adapt working environments to the capacities, needs and preferences of a worker with a mental health condition. They may include giving individual workers flexible working hours, extra time to complete tasks, modified assignments to reduce stress, time off for health appointments or regular supportive meetings with supervisors. - Return-to-work programmes combine work-directed care (like reasonable accommodations or phased re-entry to work) with ongoing clinical care to support workers in meaningfully returning to work after an absence associated with mental health conditions, while also reducing mental health symptoms. - Supported employment initiatives help people with severe mental health conditions to get into paid work and maintain their time on work through continue to provide mental health and vocational support. Create an enabling environment for change Both governments and employers, in consultation with key stakeholders, can help improve mental health at work by creating an enabling environment for change. In practice this means strengthening: - Leadership and commitment to mental health at work, for example by integrating mental health at work into relevant policies. - Investment of sufficient funds and resources, for example by"
https://www.who.int/news-room/fact-sheets/detail/mental-health-at-work,"establishing dedicated budgets for actions to improve mental health at work and making mental health and employment services available to lower-resourced enterprises. - Rights to participate in work, for example by aligning employment laws and regulations with international human rights instruments and implementing non-discrimination policies at work. - Integration of mental health at work across sectors, for example by embedding mental health into existing systems for occupational safety and health. - Participation of workers in decision-making, for example by holding meaningful and timely consultations with workers, their representatives and people with lived experience of mental health conditions. - Evidence on psychosocial risks and effectiveness of interventions, for example by ensuring that all guidance and action on mental health at work is based on the latest evidence. - Compliance with laws, regulations and recommendations, for example by integrating mental health into the responsibilities of national labour inspectorates and other compliance mechanisms. WHO response WHO is committed to improving mental health at work. The WHO global strategy on health, environment and climate change and WHO Comprehensive mental health action plan (20132030) outline relevant principles, objectives and implementation strategies to enable good mental health in the workplace. These include addressing social determinants of mental health, such as living standards and working conditions; reducing stigma and discrimination; and increasing access to evidence-based care through health service development, including access to occupational health services. In 2022, WHOs World mental health report: transforming mental health for all, highlighted the workplace as a key example of a setting where transformative action on mental health is needed. The WHO guidelines on mental health at work provide evidence-based recommendations to promote mental health, prevent mental health conditions, and enable people living with mental health conditions to participate and thrive in work. The recommendations cover organizational interventions, manager training and"
https://www.who.int/news-room/fact-sheets/detail/mental-health-at-work,"worker training, individual interventions, return to work, and gaining employment. The accompanying policy brief by WHO and the International Labour Organization, Mental health at work: policy brief provides a pragmatic framework for implementing the WHO recommendations. It specifically sets out what governments, employers, organizations representing employers and workers, and other stakeholders can do to improve mental health at work. - World employment and social outlook - Trends 2022. Geneva: International Labour Organization; 2022 (https://www.ilo.org/global/research/global-reports/weso/trends2022/WCMS_834081/lang--en/index.htm, accessed 26 August 2022) - Women and men in the informal economy: a statistical picture. Geneva: International Labour Organization; 2018 (https://www.ilo.org/global/publications/books/WCMS_626831/lang--en/index.htm, accessed 26 August 2022)."
https://www.who.int/news-room/fact-sheets/detail/adolescent-mental-health,"Key facts - Globally, one in seven 10-19-year-olds experiences a mental disorder, accounting for 15% of the global burden of disease in this age group. - Depression, anxiety and behavioural disorders are among the leading causes of illness and disability among adolescents. - Suicide is the third leading cause of death among those aged 1529 years old. - The consequences of failing to address adolescent mental health conditions extend to adulthood, impairing both physical and mental health and limiting opportunities to lead fulfilling lives as adults. Introduction One in six people are aged 1019 years. Adolescence is a unique and formative time. Physical, emotional and social changes, including exposure to poverty, abuse, or violence, can make adolescents vulnerable to mental health problems. Protecting adolescents from adversity, promoting socio-emotional learning and psychological well-being, and ensuring access to mental health care are critical for their health and well-being during adolescence and adulthood. Globally, it is estimated that one in seven (14%) of 1019-year-olds experience mental health conditions (1), yet these remain largely unrecognized and untreated. Adolescents with mental health conditions are particularly vulnerable to social exclusion, discrimination, stigma (affecting readiness to seek help), educational difficulties, risk-taking behaviours, physical ill-health and human rights violations. Mental health determinants Adolescence is a crucial period for developing social and emotional habits important for mental well-being. These include adopting healthy sleep patterns; exercising regularly; developing coping, problem-solving, and interpersonal skills; and learning to manage emotions. Protective and supportive environments in the family, at school and in the wider community are important. Multiple factors affect mental health. The more risk factors adolescents are exposed to, the greater the potential impact on their mental health. Factors that can contribute to stress during adolescence include exposure to adversity, pressure to conform with peers and exploration of identity. Media influence and"
https://www.who.int/news-room/fact-sheets/detail/adolescent-mental-health,"gender norms can exacerbate the disparity between an adolescents lived reality and their perceptions or aspirations for the future. Other important determinants include the quality of their home life and relationships with peers. Violence (especially sexual violence and bullying), harsh parenting and severe and socioeconomic problems are recognized risks to mental health. Some adolescents are at greater risk of mental health conditions due to their living conditions, stigma, discrimination or exclusion, or lack of access to quality support and services. These include adolescents living in humanitarian and fragile settings; adolescents with chronic illness, autism spectrum disorder, an intellectual disability or other neurological condition; pregnant adolescents, adolescent parents, or those in early or forced marriages; orphans; and adolescents from minority ethnic or sexual backgrounds or other discriminated groups. Emotional disorders Emotional disorders are common among adolescents. Anxiety disorders (which may involve panic or excessive worry) are the most prevalent in this age group and are more common among older than among younger adolescents. It is estimated that 4.4% of 1014-year-olds and 5.5% of 1519-year-olds experience an anxiety disorder (1). Depression is estimated to occur among 1.4% of adolescents aged 1014 years, and 3.5% of 1519-year-olds (1). Depression and anxiety share some of the same symptoms, including rapid and unexpected changes in mood. Anxiety and depressive disorders can profoundly affect school attendance and schoolwork. Social withdrawal can exacerbate isolation and loneliness. Depression can lead to suicide. Behavioural disorders Behavioural disorders are more common among younger adolescents than older adolescents. Attention deficit hyperactivity disorder (ADHD), characterized by difficulty paying attention and/or excessive activity and acting without regard to consequences, occurs among 2.9% of 1014-year-olds and 2.2% of 1519-year-olds (1). Conduct disorder (involving symptoms of destructive or challenging behaviour) occurs among 3.5% of 1014-year-olds and 1.9% of 1519-year-olds (1). Behavioural disorders can affect adolescents"
https://www.who.int/news-room/fact-sheets/detail/adolescent-mental-health,"education and increases the risk of criminal behaviour. Eating disorders Eating disorders, such as anorexia nervosa and bulimia nervosa, commonly emerge during adolescence and young adulthood. Eating disorders involve abnormal eating behaviour and preoccupation with food, accompanied in most instances by concerns about body weight and shape. Girls are more commonly affected than boys. Eating disorders can affect physical health and often co-exist with depression, anxiety and substance use disorders. They occur in an estimated 0.1% of 1014-year-olds and and 0.4% of 1519-year-olds (1). They are associated with suicide. Anorexia nervosa can lead to premature death, often due to medical complications or suicide, and has higher mortality than any other mental disorder. Psychosis Conditions that include symptoms of psychosis most commonly emerge in late adolescence or early adulthood. Symptoms can include hallucinations or delusions. These experiences can impair an adolescents ability to participate in daily life and education and often lead to stigma or human rights violations. Schizophrenia occurs in 0.1% of 1519-year-olds (1). Suicide and self-harm Suicide is the third leading cause of death in older adolescents and young adults (1529 years) (2). Risk factors for suicide are multifaceted, and include harmful use of alcohol, abuse in childhood, stigma against help-seeking, barriers to accessing care and access to means of suicide. Digital media, like any other media, can play a significant role in either enhancing or weakening suicide prevention efforts. Risk-taking behaviours Many risk-taking behaviours for health, such as substance use or sexual risk-taking, start during adolescence. Risk-taking behaviours can be an unhelpful strategy to cope with emotional difficulties and can severely impact an adolescents mental and physical well-being. Young people are especially vulnerable to developing harmful substance use patterns that can persist across the lifespan. In 2019, the prevalence of alcohol use among 1519-year-olds was high worldwide (22%)"
https://www.who.int/news-room/fact-sheets/detail/adolescent-mental-health,"with very few gender differences, and showing an increase in consumption in some regions (3). The use of tobacco and cannabis are additional concerns. Many adult smokers had their first cigarette prior to the age of 18 years. In 2022, the prevalence of cannabis use among adolescents was higher than that of adults globally (5.5 per cent compared with 4.4 per cent, respectively) (4). Perpetration of violence is a risk-taking behaviour that can increase the likelihood of low educational attainment, injury, involvement with crime or death. Interpersonal violence was ranked among the leading causes of death of older adolescents in 2021 (1). Promotion and prevention Mental health promotion and prevention interventions aim to strengthen an individual's capacity to regulate emotions, enhance alternatives to risk-taking behaviours, build resilience for managing difficult situations and adversity, and promote supportive social environments and social networks. These programmes require a multi-level approach with varied delivery platforms for example, digital media, health or social care settings, schools or the community and varied strategies to reach adolescents, particularly the most vulnerable. Early detection and treatment It is crucial to address the needs of adolescents with mental health conditions. Avoiding institutionalization and over-medicalization, prioritizing non-pharmacological approaches, and respecting the rights of children in line with the United Nations Convention on the Rights of the Child and other human rights instruments are key for adolescents mental health. WHO response WHO works on strategies, programmes and tools to assist governments in responding to the health needs of adolescents. For example, the Helping Adolescents Thrive (HAT) Initiative is a joint WHO-UNICEF effort to strengthen policies and programmes for the mental health of adolescents. More specifically, the efforts made through the Initiative are to promote mental health and prevent mental health conditions. They are also intended to help prevent self-harm and other"
https://www.who.int/news-room/fact-sheets/detail/adolescent-mental-health,"risk behaviours, such as harmful use of alcohol and drugs, that have a negative impact on the mental and physical health of young people. WHO has also developed a module on Child and Adolescent Mental and Behavioural Disorders as part of the mhGAP Intervention Guide 2.0. This Guide provides evidence-based clinical protocols for the assessment and management of a range of mental health conditions in non-specialized care settings. Furthermore, WHO is developing and testing scalable psychological interventions to address emotional disorders of adolescents, and guidance on mental health services for adolescents. WHOs Regional Office for the Eastern Mediterranean has developed a mental health training package for educators for improved understanding of the importance of mental health in the school setting and to guide the implementation of strategies to promote, protect and restore mental health among their students. It includes training manuals and materials to help scale up the number of schools promoting mental health. (1) Institute of health Metrics and Evaluation. Global Health Data Exchange (GHDx) (2) WHO Global Health Estimates 2000-2021 (3) Global status report on alcohol and health and treatment of substance use disorders 2024 (4) World Drug Report. Geneva: UNODC; 2024("
https://www.who.int/news-room/fact-sheets/detail/mental-health-of-older-adults,"Key facts - By 2030, one in six people in the world will be aged 60 years or over. - Loneliness and social isolation are key risk factors for mental health conditions in later life. - One in six older adults experience abuse, often by their own carers. - Approximately 14% of adults aged 60 and over live with a mental disorder. - Mental disorders among older adults account for 10.6% of the total years lived with disability for this age group. Overview The worlds population is ageing fast. In 2020, 1 billion people in the world were aged 60 years or over. That figure will rise to 1.4 billion by 2030, representing one in six people globally. By 2050, the number of people aged 60 years and over will have doubled to reach 2.1 billion. The number of persons aged 80 years or older is expected to triple between 2020 and 2050 to reach 426 million (1). Older adults contribute to society as family and community members, and many are volunteers and workers. While most have good health, many are at risk of developing mental health conditions such as depression and anxiety disorders. Many may also experience reduced mobility, chronic pain, frailty, dementia or other health problems, for which they require some form of long-term care. As people age, they are more likely to experience several conditions at the same time. Prevalence Around 14% of adults aged 60 and over live with a mental disorder (2). According to the Global Health Estimates (GHE) 2019, these conditions account for 10.6% of the total disability (in disability adjusted life years, DALYs) among older adults. The most common mental health conditions for older adults are depression and anxiety. GHE 2019 shows that globally, around a quarter of deaths from suicide (27.2%) are"
https://www.who.int/news-room/fact-sheets/detail/mental-health-of-older-adults,"among people aged 60 or over. Mental health conditions among older people are often underrecognized and undertreated, and the stigma surrounding these conditions can make people reluctant to seek help. Risk factors At older ages, mental health is shaped not only by physical and social environments but also by the cumulative impacts of earlier life experiences and specific stressors related to ageing. Exposure to adversity, significant loss in intrinsic capacity and a decline in functional ability can all result in psychological distress. Older adults are more likely to experience adverse events such as bereavement, or a drop in income or reduced sense of purpose with retirement. Despite their many contributions to society, many older adults are subject to ageism, which can seriously affect peoples mental health. Social isolation and loneliness, which affect about a quarter of older people, are key risk factors for mental health conditions in later life (3). So too is abuse of older people, which includes any kind of physical, verbal, psychological, sexual or financial abuse, as well as neglect. One in six older adults experience abuse, often by their own carers (4). Abuse of older adults has serious consequences and can lead to depression and anxiety. Many older people are carers of spouses with chronic health conditions, such as dementia. The responsibilities of such care can be overwhelming and can affect the carers mental health. Some older adults are at greater risk of depression and anxiety, because of dire living conditions, poor physical health or lack of access to quality support and services. This includes older adults living in humanitarian settings and those living with chronic illnesses (such as heart disease, cancer or stroke), neurological conditions (such as dementia), or substance use problems. Promotion and prevention Mental health promotion and prevention strategies for older adults focus"
https://www.who.int/news-room/fact-sheets/detail/mental-health-of-older-adults,"on supporting healthy ageing. That means creating physical and social environments that support well-being and enable people to do what is important to them, despite losses in capacity. Key mental health promotion and prevention strategies for healthy ageing include: - measures to reduce financial insecurity and income inequality; - programmes to ensure safe and accessible housing, public buildings and transport; - social support for older adults and their carers; - support for healthy behaviours, especially to eat a balanced diet, be physically active, refrain from tobacco and reduce alcohol use; and - health and social programmes targeted at vulnerable groups such as those who live alone or in remote areas and those living with a chronic health condition. For older adults, social connection is particularly important to reduce risk factors such as social isolation and loneliness. At this stage of life, meaningful social activities can significantly improve positive mental health, life satisfaction and quality of life; they can also reduce depressive symptoms. Example interventions include befriending initiatives, community and support groups, social skills training, creative arts groups, leisure and education services and volunteering programmes. Protection from ageism and abuse is also critical. Key interventions include anti-discrimination policies and laws, educational interventions and intergenerational activities. A range of carer interventions including respite care, advice, education, financial support and psychological interventions can support carers to maintain a good and healthy caring relationship that avoids abuse of older people. Treatment and care Prompt recognition and treatment of mental health conditions (and associated neurological and substance use conditions) in older adults is essential. This should follow standards for integrated care for older people, which is community-based and focused on both the long-term care of older adults living with mental health conditions and declines in intrinsic capacity, as well as the education, training and support"
https://www.who.int/news-room/fact-sheets/detail/mental-health-of-older-adults,"of carers. A mix of mental health interventions are usually recommended, alongside other supports to address the health, personal care and social needs of individuals. Dementia is often an important concern. It affects peoples mental health (for example, sparking symptoms of psychosis and depression), and requires access to quality mental health care. Responding to the abuse of older adults is also critical. Promising interventions include mandatory reporting of abuse, self-help groups, helplines and emergency shelters, psychological programmes for abusers, training of health care providers and other caregiver support interventions. WHO response WHO works with diverse partners on strategies, programmes and tools to support governments respond to the mental health needs of older adults. For example, the Decade of Healthy Ageing (20212030) is a global collaboration led by WHO to improve the lives of older people, their families and the communities in which they live. WHO Member States have also endorsed the Comprehensive mental health action plan 20132030, which supports improved mental health and mental health care for all populations, including older adults. WHOs Mental Health Gap Action Programme (mhGAP) provides evidence-based clinical protocols for assessing, managing and following up a set of priority mental, neurological and substance use conditions in non-specialized settings, including depression and dementia. The mhGAP intervention guide includes clinical tips for working with older adults. During the COVID-19 pandemic, WHO and partners in the Inter-Agency-Standing Committee (IASC) developed the Living with the times toolkit of illustrated posters to help older adults maintain good mental health and well-being. Other WHO activities to support the mental health of older adults include the development of scalable psychological interventions to address depression and anxiety, research and guidance on interventions to reduce social isolation and loneliness, and costeffective solutions to prevent abuse of older adults. References - World Population Prospect 2022: release"
https://www.who.int/news-room/fact-sheets/detail/mental-health-of-older-adults,"note about major differences in total population estimates for mid-2021 between 2019 and 2022 revisions. New York: United Nations Department of Economic and Social Affairs, Population Division; 2022. - Institute of Health Metrics and Evaluation. Global Health Data Exchange (GHDx). https://vizhub.healthdata.org/gbd-results/, accessed 20 October 2023). - Hong Teo R, Hui Cheng W, Jie Cheng L, Lau Y, Tiang Lau S. Global prevalence of social isolation among community-dwelling older adults: a systematic review and meta-analysis. Arch Gerontol Geriatr. 2023 Apr;107:104904. doi:10.1016/j.archger.2022.104904. - Yon YY, Mikton CR, Gassoumis ZD, Wilber KH. Elder abuse prevalence in community settings: a systematic review and meta-analysis. Lancet Glob Health. 2017;5(2):e147e156. doi:10.1016/S2214-109X(17)30006-2."
https://www.who.int/news-room/fact-sheets/detail/mental-disorders,"A mental disorder is characterized by a clinically significant disturbance in an individuals cognition, emotional regulation, or behaviour. It is usually associated with distress or impairment in important areas of functioning. There are many different types of mental disorders. Mental disorders may also be referred to as mental health conditions. The latter is a broader term covering mental disorders, psychosocial disabilities and (other) mental states associated with significant distress, impairment in functioning, or risk of self-harm. This fact sheet focuses on mental disorders as described by the International Classification of Diseases 11th Revision (ICD-11). In 2019, 1 in every 8 people, or 970 million people around the world were living with a mental disorder, with anxiety and depressive disorders the most common (1). In 2020, the number of people living with anxiety and depressive disorders rose significantly because of the COVID-19 pandemic. Initial estimates show a 26% and 28% increase respectively for anxiety and major depressive disorders in just one year (2). While effective prevention and treatment options exist, most people with mental disorders do not have access to effective care. Many people also experience stigma, discrimination and violations of human rights. Anxiety Disorders In 2019, 301 million people were living with an anxiety disorder including 58 million children and adolescents (1). Anxiety disorders are characterised by excessive fear and worry and related behavioural disturbances. Symptoms are severe enough to result in significant distress or significant impairment in functioning. There are several different kinds of anxiety disorders, such as: generalised anxiety disorder (characterised by excessive worry), panic disorder (characterised by panic attacks), social anxiety disorder (characterised by excessive fear and worry in social situations), separation anxiety disorder (characterised by excessive fear or anxiety about separation from those individuals to whom the person has a deep emotional bond), and others. Effective"
https://www.who.int/news-room/fact-sheets/detail/mental-disorders,"psychological treatment exists, and depending on the age and severity, medication may also be considered. Depression In 2019, 280 million people were living with depression, including 23 million children and adolescents (1). Depression is different from usual mood fluctuations and short-lived emotional responses to challenges in everyday life. During a depressive episode, the person experiences depressed mood (feeling sad, irritable, empty) or a loss of pleasure or interest in activities, for most of the day, nearly every day, for at least two weeks. Several other symptoms are also present, which may include poor concentration, feelings of excessive guilt or low self-worth, hopelessness about the future, thoughts about dying or suicide, disrupted sleep, changes in appetite or weight, and feeling especially tired or low in energy. People with depression are at an increased risk of suicide. Yet, effective psychological treatment exists, and depending on the age and severity, medication may also be considered. Bipolar Disorder In 2019, 40 million people experienced bipolar disorder (1). People with bipolar disorder experience alternating depressive episodes with periods of manic symptoms. During a depressive episode, the person experiences depressed mood (feeling sad, irritable, empty) or a loss of pleasure or interest in activities, for most of the day, nearly every day. Manic symptoms may include euphoria or irritability, increased activity or energy, and other symptoms such as increased talkativeness, racing thoughts, increased self-esteem, decreased need for sleep, distractibility, and impulsive reckless behaviour. People with bipolar disorder are at an increased risk of suicide. Yet effective treatment options exist including psychoeducation, reduction of stress and strengthening of social functioning, and medication. Post-Traumatic Stress Disorder (PTSD) The prevalence of PTSD and other mental disorders is high in conflict-affected settings (3). PTSD may develop following exposure to an extremely threatening or horrific event or series of events. It"
https://www.who.int/news-room/fact-sheets/detail/mental-disorders,"is characterised by all of the following: 1) re-experiencing the traumatic event or events in the present (intrusive memories, flashbacks, or nightmares); 2) avoidance of thoughts and memories of the event(s), or avoidance of activities, situations, or people reminiscent of the event(s); and 3) persistent perceptions of heightened current threat. These symptoms persist for at least several weeks and cause significant impairment in functioning. Effective psychological treatment exists. Schizophrenia Schizophrenia affects approximately 24 million people or 1 in 300 people worldwide (1). People with schizophrenia have a life expectancy 10-20 years below that of the general population (4). Schizophrenia is characterised by significant impairments in perception and changes in behaviour. Symptoms may include persistent delusions, hallucinations, disorganised thinking, highly disorganised behaviour, or extreme agitation. People with schizophrenia may experience persistent difficulties with their cognitive functioning. Yet, a range of effective treatment options exist, including medication, psychoeducation, family interventions, and psychosocial rehabilitation. Eating Disorders In 2019, 14 million people experienced eating disorders including almost 3 million children and adolescents (1). Eating disorders, such as anorexia nervosa and bulimia nervosa, involve abnormal eating and preoccupation with food as well as prominent body weight and shape concerns. The symptoms or behaviours result in significant risk or damage to health, significant distress, or significant impairment of functioning. Anorexia nervosa often has its onset during adolescence or early adulthood and is associated with premature death due to medical complications or suicide. Individuals with bulimia nervosa are at a significantly increased risk for substance use, suicidality, and health complications. Effective treatment options exist, including family-based treatment and cognitive-based therapy. Disruptive behaviour and dissocial disorders 40 million people, including children and adolescents, were living with conduct-dissocial disorder in 2019 (1). This disorder, also known as conduct disorder, is one of two disruptive behaviour and dissocial disorders, the"
https://www.who.int/news-room/fact-sheets/detail/mental-disorders,"other is oppositional defiant disorder. Disruptive behaviour and dissocial disorders are characterised by persistent behaviour problems such as persistently defiant or disobedient to behaviours that persistently violate the basic rights of others or major age-appropriate societal norms, rules, or laws. Onset of disruptive and dissocial disorders, is commonly, though not always, during childhood. Effective psychological treatments exist, often involving parents, caregivers, and teachers, cognitive problem-solving or social skills training. Neurodevelopmental disorders Neurodevelopmental disorders are behavioural and cognitive disorders, that? arise during the developmental period, and involve significant difficulties in the acquisition and execution of specific intellectual, motor, language, or social functions. Neurodevelopmental disorders include disorders of intellectual development, autism spectrum disorder, and attention deficit hyperactivity disorder (ADHD) amongst others. ADHD is characterised by a persistent pattern of inattention and/or hyperactivity-impulsivity that has a direct negative impact on academic, occupational, or social functioning. Disorders of intellectual development are characterised by significant limitations in intellectual functioning and adaptive behaviour, which refers to difficulties with everyday conceptual, social, and practical skills that are performed in daily life. Autism spectrum disorder (ASD) constitutes a diverse group of conditions characterised by some degree of difficulty with social communication and reciprocal social interaction, as well as persistent restricted, repetitive, and inflexible patterns of behaviour, interests, or activities. Effective treatment options exist including psychosocial interventions, behavioural interventions, occupational and speech therapy. For certain diagnoses and age groups, medication may also be considered. Who is at risk from developing a mental disorder? At any one time, a diverse set of individual, family, community, and structural factors may combine to protect or undermine mental health. Although most people are resilient, people who are exposed to adverse circumstances including poverty, violence, disability, and inequality are at higher risk. Protective and risk factors include individual psychological and biological factors, such as"
https://www.who.int/news-room/fact-sheets/detail/mental-disorders,"emotional skills as well as genetics. Many of the risk and protective factors are influenced through changes in brain structure and/or function. Health systems and social support Health systems have not yet adequately responded to the needs of people with mental disorders and are significantly under resourced. The gap between the need for treatment and its provision is wide all over the world; and is often poor in quality when delivered. For example, only 29% of people with psychosis (5) and only one third of people with depression receive formal mental health care (6). People with mental disorders also require social support, including support in developing and maintaining personal, family, and social relationships. People with mental disorders may also need support for educational programmes, employment, housing, and participation in other meaningful activities. WHO response WHOs Comprehensive Mental Health Action Plan 2013-2030 recognizes the essential role of mental health in achieving health for all people. The plan includes 4 major objectives: - to strengthen effective leadership and governance for mental health; - to provide comprehensive, integrated and responsive mental health and social care services in community-based settings; - to implement of strategies for promotion and prevention in mental health; and - to strengthen information systems, evidence, and research for mental health. WHO's Mental Health Gap Action Programme (mhGAP) uses evidence-based technical guidance, tools and training packages to expand services in countries, especially in resource-poor settings. It focuses on a prioritized set of conditions, directing capacity building towards non-specialized health-care providers in an integrated approach that promotes mental health at all levels of care. The WHO mhGAP Intervention Guide 2.0 is part of this Programme, and provides guidance for doctors, nurses, and other health workers in non-specialist health settings on assessment and management of mental disorders. References (1) Institute of Health Metrics"
https://www.who.int/news-room/fact-sheets/detail/mental-disorders,"and Evaluation. Global Health Data Exchange (GHDx), (https://vizhub.healthdata.org/gbd-results/, accessed 14 May 2022). (2) Mental Health and COVID-19: Early evidence of the pandemics impact. Geneva: World Health Organization; 2022. (3) Charlson, F., van Ommeren, M., Flaxman, A., Cornett, J., Whiteford, H., & Saxena, S. New WHO prevalence estimates of mental disorders in conflict settings: a systematic review and meta-analysis. Lancet. 2019;394,240248. (4) Laursen TM, Nordentoft M, Mortensen PB. Excess early mortality in schizophrenia. Annual Review of Clinical Psychology, 2014;10,425-438. (5) Mental health atlas 2020. Geneva: World Health Organization; 2021 (6) Moitra M, Santomauro D, Collins PY, Vos T, Whiteford H, Saxena S, et al. The global gap in treatment coverage for major depressive disorder in 84 countries from 20002019: a systematic review and Bayesian meta-regression analysis. PLoS Med. 2022;19(2):e1003901. doi:10.1371/journal.pmed.1003901."
https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,"Key facts - Anxiety disorders are the worlds most common mental disorders, affecting 301 million people in 2019. - More women are affected by anxiety disorders than men. - Symptoms of anxiety often have onset during childhood or adolescence. - There are highly effective treatments for anxiety disorders. - Approximately 1 in 4 people with anxiety disorders receive treatment for this condition. Overview Everyone can feel anxious sometimes, but people with anxiety disorders often experience fear and worry that is both intense and excessive. These feelings are typically accompanied by physical tension and other behavioural and cognitive symptoms. They are difficult to control, cause significant distress and can last a long time if untreated. Anxiety disorders interfere with daily activities and can impair a persons family, social and school or working life. An estimated 4% of the global population currently experience an anxiety disorder (1). In 2019, 301 million people in the world had an anxiety disorder, making anxiety disorders the most common of all mental disorders (1). Although highly effective treatments for anxiety disorders exist, only about 1 in 4 people in need (27.6%) receive any treatment (2). Barriers to care include lack of awareness that this is a treatable health condition, lack of investment in mental health services, lack of trained health care providers, and social stigma. Symptoms and patterns People with an anxiety disorder may experience excessive fear or worry about a specific situation (for example, a panic attack or social situation) or, in the case of generalized anxiety disorder, about a broad range of everyday situations. They typically experience these symptoms over an extended period at least several months. Usually they avoid the situations that make them anxious. Other symptoms of anxiety disorders may include: - trouble concentrating or making decisions - feeling irritable, tense or"
https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,"restless - experiencing nausea or abdominal distress - having heart palpitations - sweating, trembling or shaking - trouble sleeping - having a sense of impending danger, panic or doom. Anxiety disorders increase the risk for depression and substance use disorders as well as the risk of suicidal thoughts and behaviours. There are several different kinds of anxiety disorders, including: - generalized anxiety disorder (persistent and excessive worry about daily activities or events); - panic disorder (panic attacks and fear of continued panic attacks); - social anxiety disorder (high levels of fear and worry about social situations that might make the person feel humiliated, embarrassed or rejected); - agoraphobia (excessive fear, worry and avoidance of situations that might cause a person to panic or feel trapped, helpless or embarrassed); - separation anxiety disorder (excessive fear or worry about being separated from people with whom the person has a deep emotional bond); - specific phobias (intense, irrational fears of specific objects or situations that lead to avoidance behaviour and significant distress); and - selective mutism (consistent inability to speak in certain social situations, despite the ability to speak comfortably in other settings, primarily affecting children). People may experience more than one anxiety disorder at the same time. Symptoms often begin during childhood or adolescence and continue into adulthood. Girls and women are more likely to experience an anxiety disorder than boys and men. Contributing factors and prevention Anxiety disorders, like other mental health conditions, result from a complex interaction of social, psychological and biological factors. Anyone can have an anxiety disorder, but people who have lived through abuse, severe losses or other adverse experiences are more likely to develop one. Anxiety disorders are closely related to and affected by physical health. Many of the impacts of anxiety (such as physical tension, nervous"
